Informazioni cronologiche,Indirizzo email,Title,Author list,Conference,Year,Category,Section,Sub-section,Short description (1-2 lines),Link paper,Link page,Link code,Link video,Note,Git Command
"13/09/2023, 20:10:06",mirco.pl.93@gmail.com, Improved Deep Learning-Based Efficientpose Algorithm for Egocentric Marker-Less Tool and Hand Pose Estimation in Manual Assembly,"Zihan Niu, Yi Xia, Jun Zhang, Bing Wang, Peng Chen",ICIC,2023,Papers,Action/Activity Recognition,Hand-Object Interactions,,https://link.springer.com/chapter/10.1007/978-981-99-4761-4_25,,,,,
"13/09/2023, 20:14:16",mirco.pl.93@gmail.com,Leveraging Next-Active Objects for Context-Aware Anticipation in Egocentric Videos,"Sanket Thakur, Cigdem Beyan, Pietro Morerio, Vittorio Murino, Alessio Del Bue",WACV,2024,Papers,Action Anticipation,Short-Term Action Anticipation,,https://arxiv.org/pdf/2308.08303.pdf,,,,,
"13/09/2023, 21:00:02",mirco.pl.93@gmail.com,Helping Hands: An Object-Aware Ego-Centric Video Recognition Model,"Chuhan Zhang, Ankush Gupta, Andrew Zisserman",ICCV,2023,Papers,Action/Activity Recognition,Hand-Object Interactions,,https://arxiv.org/abs/2308.07918,,,,,
"14/09/2023, 00:32:07",mirco.pl.93@gmail.com,Memory-and-Anticipation Transformer for Online Action Understanding,"Jiahao Wang, Guo Chen, Yifei Huang, Limin Wang, Tong Lu",ICCV,2023,Papers,Temporal Segmentation (Action Detection),,,https://arxiv.org/abs/2308.07893,,https://github.com/Echo0125/Memory-and-Anticipation-Transformer,,,
"14/09/2023, 00:45:55",mirco.pl.93@gmail.com,Learning from Semantic Alignment between Unpaired Multiviews for Egocentric Video Recognition,"Qitong Wang, Long Zhao, Liangzhe Yuan, Ting Liu, Xi Peng",ICCV,2023,Papers,Action/Activity Recognition,Action Recognition,,https://arxiv.org/abs/2308.11489,,https://github.com/wqtwjt1996/SUM-L,,,
"14/09/2023, 00:55:38",mirco.pl.93@gmail.com,Spectral Graphormer: Spectral Graph-based Transformer for Egocentric Two-Hand Reconstruction using Multi-View Color Images,"Tze Ho Elden Tse, Franziska Mueller, Zhengyang Shen, Danhang Tang, Thabo Beeler, Mingsong Dou, Yinda Zhang, Sasa Petrovic, Hyung Jin Chang, Jonathan Taylor, Bardia Doosti",ICCV,2023,Papers,Action/Activity Recognition,Hand-Object Interactions,,https://arxiv.org/abs/2308.11015,,,,,
"14/09/2023, 01:11:50",mirco.pl.93@gmail.com,Opening the Vocabulary of Egocentric Actions,"Dibyadip Chatterjee, Fadime Sener, Shugao Ma, Angela Yao", ,2023,Papers,Action/Activity Recognition,Zero-Shot Learning,,https://arxiv.org/abs/2308.11488,https://dibschat.github.io/openvocab-egoAR/,,,,
"14/09/2023, 01:30:04",mirco.pl.93@gmail.com,EventTransAct: A video transformer-based framework for Event-camera based action recognition,"Tristan de Blegiers, Ishan Rajendrakumar Dave, Adeel Yousaf, Mubarak Shah",IROS,2023,Papers,Multi-Modalities,Event,,https://arxiv.org/abs/2308.13711,https://tristandb8.github.io/EventTransAct_webpage/,,,,
"14/09/2023, 01:51:39",mirco.pl.93@gmail.com,An Optimized Pipeline for Image-Based Localization in Museums from Egocentric Images,"Nicola Messina, Fabrizio Falchi, Antonino Furnari, Claudio Gennaro, Giovanni Maria Farinella ",ICIAP,2023,Papers,Localization,,,https://link.springer.com/chapter/10.1007/978-3-031-43148-7_43,,,,,
"14/09/2023, 01:54:01",mirco.pl.93@gmail.com,HERO: A Multi-modal Approach on Mobile Devices for Visual-Aware Conversational Assistance in Industrial Domains,"Claudia Bonanno, Francesco Ragusa, Antonino Furnari, Giovanni Maria Farinella ",ICIAP,2023,Papers,Video-Language,,,https://link.springer.com/chapter/10.1007/978-3-031-43148-7_36,,,,,
"14/09/2023, 02:00:20",mirco.pl.93@gmail.com,EgoPCA: A New Framework for Egocentric Hand-Object Interaction Understanding,"Yue Xu, Yong-Lu Li, Zhemin Huang, Michael Xu Liu, Cewu Lu, Yu-Wing Tai, Chi-Keung Tang",ICCV,2023,Papers,Action/Activity Recognition,Hand-Object Interactions,,https://arxiv.org/abs/2309.02423,https://mvig-rhos.com/ego_pca,,,,
"14/09/2023, 02:12:38",mirco.pl.93@gmail.com,Multi-label affordance mapping from egocentric vision,"Lorenzo Mur-Labadia, Jose J. Guerrero, Ruben Martinez-Cantin",ICCV,2023,Papers,Activity-context,,,https://arxiv.org/abs/2309.02120,,,,,
"20/12/2023, 17:32:14",mirco.pl.93@gmail.com,Enhancing Next Active Object-based Egocentric Action Anticipation with Guided Attention,"Sanket Thakur, Cigdem Beyan, Pietro Morerio, Vittorio Murino, Alessio Del Bue",ICIP,2023,Papers,Action Anticipation,Short-Term Action Anticipation,,https://arxiv.org/abs/2305.12953,https://sanketsans.github.io/guided-attention-egocentric.html,,,,
"20/12/2023, 17:34:40",mirco.pl.93@gmail.com,Guided Attention for Next Active Object @ EGO4D STA Challenge,"Sanket Thakur, Cigdem Beyan, Pietro Morerio, Vittorio Murino, Alessio Del Bue",CVPRW,2023,Papers,Action Anticipation,Short-Term Action Anticipation,,https://arxiv.org/abs/2305.16066,,,,,
"20/12/2023, 17:53:06",mirco.pl.93@gmail.com," Hands, Objects, Action! Egocentric 2D Hand-Based Action Recognition","Wiktor Mucha, Martin Kampel",ICVS,2023,Papers,Action/Activity Recognition,Hand-Object Interactions,,https://link.springer.com/chapter/10.1007/978-3-031-44137-0_3,,,,,
"20/12/2023, 18:06:42",mirco.pl.93@gmail.com,InCrowdFormer: On-Ground Pedestrian World Model From Egocentric Views,"Mai Nishimura, Shohei Nobuhara, Ko Nishino", ,2023,Papers,Localization,,,https://arxiv.org/abs/2303.09534,,,,,
"20/12/2023, 18:24:38",mirco.pl.93@gmail.com,EgoObjects,"Chenchen Zhu, Fanyi Xiao, Andres Alvarado, Yasmine Babaei, Jiabo Hu, Hichem El-Mohri, Sean Culatana, Roshan Sumbaly, Zhicheng Yan",ICCV,2023,Papers,Datasets,,"EgoObjects, a large-scale egocentric dataset for fine-grained object understanding. contains over 9K videos collected by 250 participants from 50+ countries using 4 wearable devices, and over 650K object annotations from 368 object categories.",https://openaccess.thecvf.com/content/ICCV2023/html/Zhu_EgoObjects_A_Large-Scale_Egocentric_Dataset_for_Fine-Grained_Object_Understanding_ICCV_2023_paper.html,,https://github.com/facebookresearch/EgoObjects,,,
"20/12/2023, 18:54:00",mirco.pl.93@gmail.com,Ego3DPose: Capturing 3D Cues from Binocular Egocentric Views,"Taeho Kang, Kyungjin Lee, Jinrui Zhang, Youngki Lee",SIGGRAPH,2023,Papers,User Data from an Egocentric Point of View,,,https://dl.acm.org/doi/abs/10.1145/3610548.3618147?casa_token=sfD7LG7W-icAAAAA:SLe0a5OVLpchi3l0_lyDcYx_ecufq5NwMauQsBAFuAC96k1WeMTKlycq6-agw9imu1Brqf35-K0B,,,,,
"20/12/2023, 20:04:34",mirco.pl.93@gmail.com,EgoLoc: Revisiting 3D Object Localization from Egocentric Videos with Visual Queries,"Jinjie Mai, Abdullah Hamdi, Silvio Giancola, Chen Zhao, Bernard Ghanem",ICCV,2023,Papers,Localization,,,https://openaccess.thecvf.com/content/ICCV2023/html/Mai_EgoLoc_Revisiting_3D_Object_Localization_from_Egocentric_Videos_with_Visual_ICCV_2023_paper.html,,https://github.com/Wayne-Mai/EgoLoc,,,
"20/12/2023, 20:18:43",mirco.pl.93@gmail.com,Ego-Only: Egocentric Action Detection without Exocentric Transferring,"Huiyu Wang, Mitesh Kumar Singh, Lorenzo Torresani",ICCV,2023,Papers,Temporal Segmentation (Action Detection),,,https://openaccess.thecvf.com/content/ICCV2023/html/Wang_Ego-Only_Egocentric_Action_Detection_without_Exocentric_Transferring_ICCV_2023_paper.html,,,,,
"20/12/2023, 21:37:32",mirco.pl.93@gmail.com,Self-Supervised Object Detection from Egocentric Videos,"Peri Akiva, Jing Huang, Kevin J Liang, Rama Kovvuri, Xingyu Chen, Matt Feiszli, Kristin Dana, Tal Hassner",ICCV,2023,Papers,Other EGO-Context,,,https://openaccess.thecvf.com/content/ICCV2023/html/Akiva_Self-Supervised_Object_Detection_from_Egocentric_Videos_ICCV_2023_paper.html,,,,,
"20/12/2023, 21:46:58",mirco.pl.93@gmail.com,HoloAssist,"Xin Wang, Taein Kwon, Mahdi Rad, Bowen Pan, Ishani Chakraborty, Sean Andrist, Dan Bohus, Ashley Feniello, Bugra Tekin, Felipe Vieira Frujeri, Neel Joshi, Marc Pollefeys",ICCV,2023,Papers,Datasets,,"HoloAssist: a large-scale egocentric human interaction dataset that spans 166 hours of data captured by 350 unique instructor-performer pairs, wearing mixed-reality headsets during collaborative tasks.",https://openaccess.thecvf.com/content/ICCV2023/html/Wang_HoloAssist_an_Egocentric_Human_Interaction_Dataset_for_Interactive_AI_Assistants_ICCV_2023_paper.html,https://holoassist.github.io/,,,,
"20/12/2023, 22:01:00",mirco.pl.93@gmail.com,Egocentric RGB+Depth Action Recognition in Industry-Like Settings,"Jyoti Kini, Sarah Fleischer, Ishan Dave, Mubarak Shah", ,2023,Papers,Multi-Modalities,Depth,,https://arxiv.org/abs/2309.13962,,,,,
"20/12/2023, 22:10:21",mirco.pl.93@gmail.com,Audio Visual Speaker Localization from EgoCentric Views,"Jinzheng Zhao, Yong Xu, Xinyuan Qian, Wenwu Wang", ,2023,Papers,Multi-Modalities,Audio-Visual,,https://arxiv.org/abs/2309.16308,,https://github.com/KawhiZhao/Egocentric-Audio-Visual-Speaker-Localization,,,
"20/12/2023, 22:21:46",mirco.pl.93@gmail.com,Learning Temporal Sentence Grounding From Narrated EgoVideos,"Kevin Flanagan, Dima Damen, Michael Wray",BMVC,2023,Papers,Retrieval,,,https://arxiv.org/abs/2310.17395,,https://github.com/keflanagan/CliMer,,,
"20/12/2023, 22:23:23",mirco.pl.93@gmail.com,A Survey on Deep Learning Techniques for Action Anticipation,"Zeyun Zhong, Manuel Martin, Michael Voit, Juergen Gall, Jürgen Beyerer", ,2023,Surveys,,,,https://arxiv.org/abs/2309.17257,,,,,
"20/12/2023, 22:37:33",mirco.pl.93@gmail.com,Action Scene Graphs for Long-Form Understanding of Egocentric Videos,"Ivan Rodin, Antonino Furnari, Kyle Min, Subarna Tripathi, Giovanni Maria Farinella", ,2023,Papers,Action Anticipation,Short-Term Action Anticipation,,https://arxiv.org/abs/2312.03391,,https://github.com/fpv-iplab/easg,,,
"21/12/2023, 00:51:10",mirco.pl.93@gmail.com,HiFiHR: Enhancing 3D Hand Reconstruction from a Single Image via High-Fidelity Texture,"Jiayin Zhu, Zhuoran Zhao, Linlin Yang, Angela Yao",DAGM,2023,Papers,Action/Activity Recognition,Hand-Object Interactions,,https://arxiv.org/abs/2308.13628,,https://github.com/viridityzhu/HiFiHR,,,
"21/12/2023, 01:01:09",mirco.pl.93@gmail.com,CaSAR: Contact-aware Skeletal Action Recognition,"Junan Lin, Zhichao Sun, Enjie Cao, Taein Kwon, Mahdi Rad, Marc Pollefeys", ,2023,Papers,Action/Activity Recognition,Hand-Object Interactions,,https://arxiv.org/abs/2309.10001,,,,,
"21/12/2023, 01:25:15",mirco.pl.93@gmail.com,EGOFALLS,Xueyi Wang, ,2023,Papers,Datasets,,"The dataset comprises 10,948 video samples from 14 subjects, focusing on falls among the elderly. Extracting multimodal descriptors from egocentric camera videos.",https://arxiv.org/abs/2309.04579,,,,,
"21/12/2023, 01:40:20",mirco.pl.93@gmail.com,VidChapters-7M,"Antoine Yang, Arsha Nagrani, Ivan Laptev, Josef Sivic, Cordelia Schmid",NeurIPS,2023,Papers,Datasets,,"VidChapters-7M, a dataset of 817K user-chaptered videos including 7M chapters in total. VidChapters-7M is automatically created from videos online in a scalable manner by scraping user-annotated chapters and hence without any additional manual annotation.",https://arxiv.org/abs/2309.13952,https://antoyang.github.io/vidchapters.html,,,,
"21/12/2023, 02:07:46",mirco.pl.93@gmail.com,Behavioural pattern discovery from collections of egocentric photo-streams,"Martin Menchon, Estefania Talavera, Jose M Massa, Petia Radeva",Pervasive and Mobile Computing,2023,Papers,Video summarization,,,https://arxiv.org/pdf/2008.09561.pdf,,,,,
"21/12/2023, 12:34:47",mirco.pl.93@gmail.com,COPILOT: Human-Environment Collision Prediction and Localization from Egocentric Videos,"Boxiao Pan, Bokui Shen, Davis Rempe, Despoina Paschalidou, Kaichun Mo, Yanchao Yang, Leonidas J. Guibas",ICCV,2023,Papers,Other EGO-Context,,,https://openaccess.thecvf.com/content/ICCV2023/papers/Pan_COPILOT_Human-Environment_Collision_Prediction_and_Localization_from_Egocentric_Videos_ICCV_2023_paper.pdf,https://sites.google.com/stanford.edu/copilot,,,,
"21/12/2023, 13:39:14",mirco.pl.93@gmail.com,ENIGMA-51,"Francesco Ragusa, Rosario Leonardi, Michele Mazzamuto, Claudia Bonanno, Rosario Scavo, Antonino Furnari, Giovanni Maria Farinella",WACV,2023,Papers,Datasets,,"ENIGMA-51 is a new egocentric dataset acquired in an industrial scenario by 19 subjects who followed instructions to complete the repair of electrical boards using industrial tools (e.g., electric screwdriver) and equipments (e.g., oscilloscope). The 51 egocentric video sequences are densely annotated with a rich set of labels that enable the systematic study of human behavior in the industrial domain.",https://arxiv.org/abs/2309.14809,https://iplab.dmi.unict.it/ENIGMA-51/#paper,,,,
"21/12/2023, 18:37:21",mirco.pl.93@gmail.com,Learning Video Representations from Large Language Models,"Yue Zhao, Ishan Misra, Philipp Krähenbühl, Rohit Girdhar",CVPR,2023,Papers,Video-Language,,,https://arxiv.org/abs/2212.04501,https://facebookresearch.github.io/LaViLa/,https://github.com/facebookresearch/LaViLa,,,
"21/12/2023, 18:39:14",mirco.pl.93@gmail.com,Training a Large Video Model on a Single Machine in a Day,"Yue Zhao, Philipp Krähenbühl", ,2023,Papers,Applications,,,https://arxiv.org/abs/2309.16669,,https://github.com/zhaoyue-zephyrus/AVION,,,
"21/12/2023, 18:53:56",mirco.pl.93@gmail.com,In the Eye of Transformer: Global–Local Correlation for Egocentric Gaze Estimation and Beyond,"Bolin Lai, Miao Liu, Fiona Ryan, James M. Rehg",IJCV,2023,Papers,Gaze,,,https://link.springer.com/article/10.1007/s11263-023-01879-7,https://bolinlai.github.io/GLC-EgoGazeEst/,,,,
"21/12/2023, 19:02:21",mirco.pl.93@gmail.com,Localizing Active Objects from Egocentric Vision with Symbolic World Knowledge,"Te-Lin Wu, Yu Zhou, Nanyun Peng",EMNLP,2023,Papers,Video-Language,,,https://arxiv.org/abs/2310.15066,,,,,
"21/12/2023, 19:12:55",mirco.pl.93@gmail.com,IndustReal,"Tim J. Schoonbeek, Tim Houben, Hans Onvlee, Peter H.N. de With, Fons van der Sommen",WACV,2024,Papers,Datasets,,"The IndustReal dataset contains 84 videos, demonstrating how 27 participants perform maintenance and assembly procedures on a construction-toy assembly set",https://arxiv.org/abs/2310.17323,,https://github.com/TimSchoonbeek/IndustReal,,,
"22/12/2023, 00:29:32",mirco.pl.93@gmail.com,Slowfast Diversity-aware Prototype Learning for Egocentric Action Recognition,"Guangzhao Dai, Xiangbo Shu, Rui Yan, Peng Huang,  Jinhui Tang",MM,2023,Papers,Action/Activity Recognition,Action Recognition,,https://dl.acm.org/doi/abs/10.1145/3581783.3612144,,,,,
"22/12/2023, 00:39:37",mirco.pl.93@gmail.com,POV: Prompt-Oriented View-Agnostic Learning for Egocentric Hand-Object Interaction in the Multi-view World,"Boshen Xu, Sipeng Zheng, Qin Jin",MM,2023,Papers,From Third-Person to First-Person,,,https://dl.acm.org/doi/abs/10.1145/3581783.3612484,,,,,
"22/12/2023, 00:48:12",mirco.pl.93@gmail.com,Object-centric Video Representation for Long-term Action Anticipation,"Ce Zhang, Changcheng Fu, Shijie Wang, Nakul Agarwal, Kwonjoon Lee, Chiho Choi, Chen Sun",WACV,2024,Papers,Action Anticipation,Long-Term Action Anticipation,,https://arxiv.org/abs/2311.00180,,https://github.com/brown-palm/ObjectPrompt,,,
"22/12/2023, 00:50:26",mirco.pl.93@gmail.com,Unsupervised Video Domain Adaptation for Action Recognition: A Disentanglement Perspective,"Pengfei Wei, Lingdong Kong, Xinghua Qu, Yi Ren, Zhiqiang Xu, Jing Jiang, Xiang Yin",NeurIPS,2023,Papers,Action/Activity Recognition,Usupervised Domain Adaptation,,https://arxiv.org/abs/2208.07365,,https://github.com/ldkong1205/TranSVAE,,,
"22/12/2023, 11:44:25",mirco.pl.93@gmail.com,Functional Hand Type Prior for 3D Hand Pose Estimation and Action Recognition from Egocentric View Monocular Videos,"Wonseok Roh, Seung Hyun Lee, Won Jeong Ryoo, Jakyung Lee, Gyeongrok Oh, Sooyeon Hwang, Hyung-gun Chi, Sangpil Kim",BMVC,2023,Papers,Action/Activity Recognition,Hand-Object Interactions,,https://papers.bmvc2023.org/0193.pdf,,,,,
"22/12/2023, 11:46:09",mirco.pl.93@gmail.com,https://arxiv.org/abs/2311.15991,"Zeyun Zhong, Chengzhi Wu, Manuel Martin, Michael Voit, Juergen Gall, Jürgen Beyerer", ,2023,Papers,Action Anticipation,Short-Term Action Anticipation,,https://arxiv.org/abs/2311.15991,,,,,
"22/12/2023, 12:31:08",mirco.pl.93@gmail.com,Exo2EgoDVC,"Takehiko Ohkawa, Takuma Yagi, Taichi Nishimura, Ryosuke Furuta, Atsushi Hashimoto, Yoshitaka Ushiku, Yoichi Sato", ,2023,Papers,Datasets,,"EgoYC2, a novel egocentric dataset, adapts procedural captions from YouCook2 to cooking videos re-recorded with head-mounted cameras. Unique in its weakly-paired approach, it aligns caption content with exocentric videos, distinguishing itself from other datasets focused on action labels.",https://arxiv.org/abs/2311.16444,,,,,
"22/12/2023, 12:34:38",mirco.pl.93@gmail.com,Egocentric Whole-Body Motion Capture with FisheyeViT and Diffusion-Based Motion Refinement,"Jian Wang, Zhe Cao, Diogo Luvizon, Lingjie Liu, Kripasindhu Sarkar, Danhang Tang, Thabo Beeler, Christian Theobalt", ,2023,Papers,User Data from an Egocentric Point of View,,,https://arxiv.org/abs/2311.16495,https://people.mpi-inf.mpg.de/~jianwang/projects/egowholemocap/,,,,
"22/12/2023, 12:36:32",mirco.pl.93@gmail.com,EgoWholeBody,"Jian Wang, Zhe Cao, Diogo Luvizon, Lingjie Liu, Kripasindhu Sarkar, Danhang Tang, Thabo Beeler, Christian Theobalt", ,2023,Papers,Datasets,,"EgoWholeBody, a large synthetic dataset, comprising 840,000 high-quality egocentric images captured across a diverse range of whole-body motion sequences. Quantitative and qualitative evaluations demonstrate the effectiveness of our method in producing high-quality whole-body motion estimates from a single egocentric camera.",https://arxiv.org/abs/2311.16495,https://people.mpi-inf.mpg.de/~jianwang/projects/egowholemocap/,,,,
"22/12/2023, 13:52:14",mirco.pl.93@gmail.com,Centre Stage: Centricity-based Audio-Visual Temporal Action Detection,"Hanyuan Wang, Majid Mirmehdi, Dima Damen, Toby Perrett",WBMVC,2023,Papers,Multi-Modalities,Audio-Visual,,https://arxiv.org/abs/2311.16446,,https://github.com/hanielwang/Audio-Visual-TAD,,,
"22/12/2023, 14:00:18",mirco.pl.93@gmail.com,Object-based (yet Class-agnostic) Video Domain Adaptation,"Dantong Niu, Amir Bar, Roei Herzig, Trevor Darrell, Anna Rohrbach", ,2023,Papers,Action/Activity Recognition,Usupervised Domain Adaptation,,https://arxiv.org/abs/2311.17942,,,,,
"22/12/2023, 14:20:21",mirco.pl.93@gmail.com,"United We Stand, Divided We Fall: UnityGraph for Unsupervised Procedure Learning from Videos","Siddhant Bansal, Chetan Arora, C.V. Jawahar",WACV,2024,Papers,Applications,,,https://arxiv.org/abs/2311.03550,,,,,
"22/12/2023, 17:17:59",mirco.pl.93@gmail.com,Ego-Exo4D,"Kristen Grauman, Andrew Westbury, Lorenzo Torresani, Kris Kitani, Jitendra Malik, Triantafyllos Afouras, Kumar Ashutosh, Vijay Baiyya, Siddhant Bansal, Bikram Boote, Eugene Byrne, Zach Chavis, Joya Chen, Feng Cheng, Fu-Jen Chu, Sean Crane, Avijit Dasgupta, Jing Dong, Maria Escobar, Cristhian Forigua, Abrham Gebreselasie, Sanjay Haresh, Jing Huang, Md Mohaiminul Islam, Suyog Jain, Rawal Khirodkar, Devansh Kukreja, Kevin J Liang, Jia-Wei Liu, Sagnik Majumder, Yongsen Mao, Miguel Martin, Effrosyni Mavroudi, Tushar Nagarajan, Francesco Ragusa, Santhosh Kumar Ramakrishnan, Luigi Seminara, Arjun Somayazulu, Yale Song, Shan Su, Zihui Xue, Edward Zhang, Jinxu Zhang, Angela Castillo, Changan Chen, Xinzhu Fu, Ryosuke Furuta, Cristina Gonzalez, Prince Gupta, Jiabo Hu, Yifei Huang, Yiming Huang, Weslie Khoo, Anush Kumar, Robert Kuo, Sach Lakhavani, Miao Liu, Mi Luo, Zhengyi Luo, Brighid Meredith, Austin Miller, Oluwatumininu Oguntola, Xiaqing Pan, Penny Peng, Shraman Pramanick, Merey Ramazanova, Fiona Ryan, Wei Shan, Kiran Somasundaram, Chenan Song, Audrey Southerland, Masatoshi Tateno, Huiyu Wang, Yuchen Wang, Takuma Yagi, Mingfei Yan, Xitong Yang, Zecheng Yu, Shengxin Cindy Zha, Chen Zhao, Ziwei Zhao, Zhifan Zhu, Jeff Zhuo, Pablo Arbelaez, Gedas Bertasius, David Crandall, Dima Damen, Jakob Engel, Giovanni Maria Farinella, Antonino Furnari, Bernard Ghanem, Judy Hoffman, C. V. Jawahar, Richard Newcombe, Hyun Soo Park, James M. Rehg, Yoichi Sato, Manolis Savva, Jianbo Shi, Mike Zheng Shou, Michael Wray", ,2023,Papers,Datasets,,"Ego-Exo4D, a vast multimodal multiview video dataset capturing skilled human activities in both egocentric and exocentric perspectives (e.g., sports, music, dance). With 800+ participants in 13 cities, it offers 1,422 hours of combined footage, featuring diverse activities in 131 natural scene contexts, ranging from 1 to 42 minutes per video.",https://arxiv.org/abs/2311.18259,https://ego-exo4d-data.org/,,,,
"22/12/2023, 17:22:28",mirco.pl.93@gmail.com, SHARE ON Towards Egocentric Compositional Action Anticipation with Adaptive Semantic Debiasing,"  Tianyu Zhang  ,  Weiqing Min, Tao Liu, Shuqiang Jiang, Yong Rui",TOMM,2023,Papers,Action Anticipation,Short-Term Action Anticipation,,https://dl.acm.org/doi/pdf/10.1145/3633333,,,,,
"22/12/2023, 17:29:42",mirco.pl.93@gmail.com,MANUS: Markerless Hand-Object Grasp Capture using Articulated 3D Gaussians,"Chandradeep Pokhariya, Ishaan N Shah, Angela Xing, Zekun Li, Kefan Chen, Avinash Sharma, Srinath Sridhar", ,2023,Papers,Action/Activity Recognition,Hand-Object Interactions,,https://arxiv.org/abs/2312.02137,https://ivl.cs.brown.edu/research/manus.html,,,,
"22/12/2023, 23:51:59",mirco.pl.93@gmail.com,Learning from One Continuous Video Stream,"João Carreira, Michael King, Viorica Pătrăucean, Dilara Gokay, Cătălin Ionescu, Yi Yang, Daniel Zoran, Joseph Heyward, Carl Doersch, Yusuf Aytar, Dima Damen, Andrew Zisserman", ,2023,Papers,Applications,,,https://arxiv.org/abs/2312.00598,,,,,
"23/12/2023, 00:20:07",mirco.pl.93@gmail.com,Are Synthetic Data Useful for Egocentric Hand-Object Interaction Detection? An Investigation and the HOI-Synth Domain Adaptation Benchmark,"Rosario Leonardi, Antonino Furnari, Francesco Ragusa, Giovanni Maria Farinella", ,2023,Papers,Segmentation,,,https://arxiv.org/pdf/2312.02672.pdf,https://iplab.dmi.unict.it/HOI-Synth/,,,,
"23/12/2023, 00:22:53",mirco.pl.93@gmail.com,Synchronization is All You Need: Exocentric-to-Egocentric Transfer for Temporal Action Segmentation with Unlabeled Synchronized Video Pairs,"Camillo Quattrocchi, Antonino Furnari, Daniele Di Mauro, Mario Valerio Giuffrida, Giovanni Maria Farinella", ,2023,Papers,Temporal Segmentation (Action Detection),,,https://arxiv.org/abs/2312.02638,,https://github.com/fpv-iplab/synchronization-is-all-you-need,,,
"23/12/2023, 00:34:06",mirco.pl.93@gmail.com,IT3DEgo,"Yunhan Zhao, Haoyu Ma, Shu Kong, Charless Fowlkes", ,2023,Papers,Datasets,,"IT3DEgo dataset: Addresses 3D instance tracking using egocentric sensors (AR/VR). Recorded in diverse indoor scenes with HoloLens2, it comprises 50 recordings (5+ minutes each). Evaluates tracking performance in 3D coordinates, leveraging camera pose and allocentric representation.",https://arxiv.org/pdf/2312.04117.pdf,,https://github.com/IT3DEgo/IT3DEgo/,,,
"23/12/2023, 11:25:10",mirco.pl.93@gmail.com,LEGO: Learning EGOcentric Action Frame Generation via Visual Instruction Tuning,"Bolin Lai, Xiaoliang Dai, Lawrence Chen, Guan Pang, James M. Rehg, Miao Liu", ,2023,Papers,Video-Language,,,https://arxiv.org/abs/2312.03849,,,,,
"23/12/2023, 11:36:09",mirco.pl.93@gmail.com,Early Action Recognition with Action Prototypes,"Guglielmo Camporese, Alessandro Bergamo, Xunyu Lin, Joseph Tighe, Davide Modolo", ,2023,Papers,Action Anticipation,Short-Term Action Anticipation,,https://arxiv.org/abs/2312.06598,,,,,
"23/12/2023, 11:39:10",mirco.pl.93@gmail.com,3D Hand Pose Estimation in Egocentric Images in the Wild,"Aditya Prakash, Ruisen Tu, Matthew Chang, Saurabh Gupta", ,2023,Papers,Action/Activity Recognition,Hand-Object Interactions,,https://arxiv.org/abs/2312.06583,https://ap229997.github.io/projects/hands/,,,,
"23/12/2023, 11:44:37",mirco.pl.93@gmail.com,Grounded Question-Answering in Long Egocentric Videos,"Shangzhe Di, Weidi Xie", ,2023,Papers,Video-Language,,,https://arxiv.org/abs/2312.06505,,,,,
"23/12/2023, 11:52:54",mirco.pl.93@gmail.com,https://arxiv.org/abs/2312.07322,"Tomáš Souček, Dima Damen, Michael Wray, Ivan Laptev, Josef Sivic", ,2023,Papers,Video-Language,,,https://arxiv.org/abs/2312.07322,https://soczech.github.io/genhowto/,,,,
"23/12/2023, 12:05:00",mirco.pl.93@gmail.com,Semantic-Disentangled Transformer With Noun-Verb Embedding for Compositional Action Recognition,"Peng Huang,  Rui Yan,  Xiangbo Shu, Zhewei Tu,  Guangzhao Dai, Jinhui Tang",TIP,2023,Papers,Action/Activity Recognition,Action Recognition,,https://ieeexplore.ieee.org/abstract/document/10363109,,,,,
"23/12/2023, 22:50:16",mirco.pl.93@gmail.com,Egocentric Action Recognition by Capturing Hand-Object Contact and Object State,"Tsukasa Shiota, Motohiro Takagi, Kaori Kumagai, Hitoshi Seshimo, Yushi Aono",WACV,2024,Papers,Action/Activity Recognition,Hand-Object Interactions,,https://openaccess.thecvf.com/content/WACV2024/papers/Shiota_Egocentric_Action_Recognition_by_Capturing_Hand-Object_Contact_and_Object_State_WACV_2024_paper.pdf,,,,,
"23/12/2023, 22:59:18",mirco.pl.93@gmail.com,SEMA: Semantic Attention for Capturing Long-Range Dependencies in Egocentric Lifelogs,"Pravin Nagar, K.N Ajay Shastry, Jayesh Chaudhari, Chetan Arora",WACV,2024,Papers,Video summarization,,,https://openaccess.thecvf.com/content/WACV2024/papers/Nagar_SEMA_Semantic_Attention_for_Capturing_Long-Range_Dependencies_in_Egocentric_Lifelogs_WACV_2024_paper.pdf,,https://github.com/Pravin74/Semantic_attention/,,,
"23/12/2023, 23:01:31",mirco.pl.93@gmail.com,Interaction Region Visual Transformer for Egocentric Action Anticipation,"Debaditya Roy, Ramanathan Rajendiran, Basura Fernando",WACV,2024,Papers,Action Anticipation,Region prediction,,https://openaccess.thecvf.com/content/WACV2024/papers/Roy_Interaction_Region_Visual_Transformer_for_Egocentric_Action_Anticipation_WACV_2024_paper.pdf,,https://github.com/LAHAproject/InAViT,,,
